"","id","screen_name","text","polite","Sentiment"
"199",472765384375169024,"katrinamurray71","@D_G_Johnson @evan_mw that's how you win a seat back, sheer hard work. Well done","polite","positive"
"200",472771132819779584,"suzanneshine","@GrillingKippers Take a look at EU's far-right wing parties @shangwood http://t.co/gb92cCkf2s","polite","neutral"
"201",472795214932107264,"DavidCoburnUKip","@RichardWS OK blocked  - I dont have time for this @ukiplove","polite","negative"
"202",472797142927822848,"GeordieVillan","@HolteEnders @DavidCoburnUKip I no they boycott and keep money like bit dodjy but we need out Europe","polite","neutral"
"203",472817834905829376,"DavidCoburnUKip","@MattBluefoot @RedUKIP @UKIP Now there is no choice its Civil Religious Union or go to Reformed Faith and have a Religious Union Thanks alot","polite","neutral"
"204",472818178431926272,"SteMorris","@asda @EngDemNW English Democrats find Latest football supporters garment by Asda deeply offensive to the English http://t.co/IiqPFce3Vb","polite","neutral"
"205",472818417670819840,"DavidCoburnUKip","@MattBluefoot Civil Gay Marriage is a regressive step - we need Civil Partnerships or Gay Marriage via Reformed Faith -","polite","neutral"
"206",472849975718998016,"DavidCoburnUKip","@DavidJNoble So many people are turned off by the Patrick Mercer scandal - embarrassing really","polite","negative"
"207",472865827872837632,"veganfishcake","Vegans on top: Ori Shavit at TEDxHiriya: http://t.co/GvG2tsykb8","polite","neutral"
"208",472868537678434304,"amiablecynic","@DavidCoburnUKip #opportunists #transient","polite","negative"
"209",472891162131701760,"suejone02063672","@GaryPeskett @kategilson @mickquinn1089 @Nigel_Farage @UKIP @andyburnhammp stockbroker with offshore tax haven,hardly theschoolofhardknocks","polite","neutral"
"210",472902358176137216,"suejone02063672","@GaryPeskett @kategilson @Nigel_Farage @UKIP  you are a bigot regarding other people's education. Plun is hardly offensive btw","polite","negative"
"211",472905185149603840,"OhBrokenBritain","@DavidCoburnUKip Looks like Cameron is going to vote UKIP!","polite","neutral"
"212",473001312398082048,"NickiBrooksx","@paulwrblanchard I still think of him fondly, you must miss him terribly. X","polite","neutral"
"213",473005438842437632,"captain_europe","@Darmell @Andrew_Duff_MEP @JunckerEU @MartinSchulz @GuyVerhofstadt Or Crexit?","polite","neutral"
"214",473008175973937152,"MargotLJParker","@English_Woman @RogerHelmerMEP Don't know whether to laugh or cry! Ms Soubry most unpleasant still from the nasty party after all!!!","polite","negative"
"215",473011544234934272,"GawainTowler","@JasonPaulRobert @DonnaInSussex He has to be hostile to somebody, to throw meat to the backbenches","polite","neutral"
"216",473014122398113792,"suzanneshine","@MrAidanGoatley @599bt BBC let's continue to talk about Nigel Farage's earthquake till 2015 #AndrewMarr #MarrShow #bbcbias  #ukipdrained","polite","negative"
"217",473019315747573760,"MargotLJParker","@Miguelencasa @jlj060453 Yes your right!","polite","positive"
"218",473023756592758784,"NSinclaireMEP","“@PosEastPaul: Thatcherism stood for grammar schools? #marrshow..As Ed Sec she comprehensivised more grammars than anyone else!!”  True","polite","neutral"
"219",473040043268112384,"Anothergreen","We need a practical politics for focused action to change the world so we can we can protect both planet and people #Green #VoteGreen2014","polite","positive"
"220",473041595508723712,"katrinamurray71","@Jamie4Labour heading to work now and then celebrating @JenniferYoung7's birthday later. Thanks for offer though","polite","neutral"
"221",473051284539736064,"Anothergreen","I feel from winning elections,to challenging ideology to practical policies,Greens can learn from Ostrom #VoteGreen2014 #commons #commongood","polite","neutral"
"222",473052348370399232,"GrumpyDenier","@NSinclaireMEP @paullewismoney @ST_Newsroom I see the bloke on your lefthand side is very supportive.","polite","neutral"
"223",473059209408675840,"Sirhornet","@Norwayhornet @Nigel_Farage I couldn't find out who it was either, so I went for the man at the top. Many people have rose-tinted view of GS","polite","neutral"
"224",473071423519744000,"JoHayesLibDem","@Aynuck1 #UKIP leader made a mistake in letting mask slip! Attitude to Romanians revealed. Intolerant, prejudiced man. I despise him","polite","negative"
"225",473071676813737984,"JoHayesLibDem","@ebadurrahman1 Are you seriously suggesting everyone in the East treats prisoners well? Get real!","polite","neutral"
"226",473071942787166208,"Anothergreen","'Our crucial task, he declares, is to ‘turn Apocalypse into Jubilee in the early twenty-first century’' http://t.co/85oKnx6eEX #history","polite","neutral"
"227",473077064422404096,"JoHayesLibDem","@ebadurrahman1 Your words not mine. Duty to treat prisoners well applies to everyone worldwide. You can't claim no one in East breaches duty","polite","neutral"
"228",473099822246133760,"JoHayesLibDem","@ebadurrahman1 your words not mine. They are breaches of worldwide duties. I thought you agreed with me on that. Pity that you twist words","polite","negative"
"229",473102877419122688,"paulsarmstrong","@ThomasEvansUKIP, fair point, but neither @SHKMEP or myself are really putting any words into Billy's mouth, just look at his twitter feed!","polite","neutral"
"230",473109437516107776,"shales73","@MollyMEP @romaynephoenix South West getting trashed by climate change last winter may have contributed to Green win :-)","polite","neutral"
"231",473115223160008704,"timfarron","@cleslie92 @Lindylooz @miss_s_b @abjtal thx!","polite","positive"
"232",473118569417678848,"ExtraBold","@RCorbettMEP but don't you think UKIP will have ditched much of its right wing agenda and be pitching for the racist/populist left in 2015?","polite","neutral"
"233",473127537623969792,"davestillravin","@FawkeEU @Nigel_Farage @UKIP Surely you are the Nimby not me.  Do you pull your opinions out of a hat or something?","polite","negative"
"234",473129420770017280,"alexandreafonso","@DanHannanMEP As you write it is about courtesy and politeness, but people should understand the *meaning* of words in context.","polite","neutral"
"235",473133332499546112,"jakepainter2","https://t.co/sJFFbxrgTS good interview on Andrew marr, good to see we're gearing towards 2015 @Nigel_Farage #PeoplesArmy","polite","positive"
"236",473138803679690752,"Myrtlethefairy","@DavidCoburnUKip @PhilipWalters9 they don't make the best psychologists in the world by not being able to read ppls movement/tone/expression","polite","neutral"
"237",473139470502756352,"clrandrewcooper","@CllrVivKendrick @Independent does that mean they're going to reduce UKIP airtime to make it equal","polite","neutral"
"238",473139721930301440,"wee_things","@RichardPalmer58 @DavidCoburnUKip @MargotLJParker brilliant. Thank goodness our UKIP MEPs wont accept pay &amp; expenses which this pays for #eh","polite","negative"
"239",473140448467615744,"jejquade","@__GriffCo__ @fenrirjohn @_Chris_Adams @djcarrington60 @RogerHelmerMEP I am exhausted at this joke of party. Policies they have no idea how","polite","negative"
"240",473145696670195712,"HouseOfTraitors","@Independent @DavidCoburnUKip So Camoron says WE WILL QUIT EU because he lost on Junker..So he cant spit his dummy out when he wants","polite","negative"
"241",473146594347728896,"Anothergreen","@SamWShenton @M_Star_Online with pleasure!","polite","positive"
"242",473149419232448512,"DavidCoburnUKip","@BobbyAnwarX Great Bobby - Will do - all the best David","polite","positive"
"243",473149504246784000,"gestaltz","@NorseFired @junayed_ @Nigel_Farage Because if this joker gets elected Farage knows he is on a roll...","polite","neutral"
"244",473161267541446656,"DnellStephen","@stephen2421 @Primitive_P @Bruciebabe @Nigel_Farage @UKIP It must be the whiskey to much I think he should give it a break :)","polite","neutral"
"245",473165346598567936,"jasonkitcat","@huxley06 It does but many of the problems there in other places where there have been convictions have had easy postal votes at heart.","polite","neutral"
"246",473165830369591296,"jasonkitcat","@huxley06 Default ‘on’ postal voting for anyone is not a secure way to do things. They should be on application with good reason like proxy.","polite","neutral"
"247",473168782241062912,"danielrhamilton","@ggbenedetto Good will from Merkel appears to be in short supply - Juncker nomination a good example.","polite","neutral"
"248",473184097427521536,"LindaWoodings","Definitely my favourite photo frm #Newark 4 @MichaelPayneUK w/@ng_labour @LilianGreenwood","polite","positive"
"249",473184686752432128,"shales73","@EmmaDixon_Green @romaynephoenix @highburyonfoot @charliekiss Go Caroline :-)","polite","positive"
"250",473187547947233280,"MargotLJParker","@blabers Just had same, ended up getting new washing machine could not stand the noise and repair too costly. Good luck","polite","neutral"
"251",473188195094761472,"MichaelAbberton","@TheGrumpyBitch @DonnaInSussex @KateMrsnash apartheid as an expression of freedom. Unless you're the one being discriminated against. #UKIP","polite","neutral"
"252",473208689655308288,"RupTroop","@CraigStanley10 @UKIP @Nigel_Farage 1/2 That entire list negated by many failures. 1) Iraq war 2)Browns billions lost in gold sell off","polite","negative"
"253",473214990242304000,"DavidCoburnUKip","@LeeMartin4947 @timerousbeastie That is v selfish - Secularists reject Gay Marriage in favour of CP","polite","negative"
"254",473216221416943616,"DavidCoburnUKip","@timerousbeastie @LeeMartin4947 That is why I say - Gay Marriage is a manufactured ""Neo Right""","polite","neutral"
"255",473216982696087552,"allnutt_eu","@gellerby ask @AngryBeetham to fire its lasers at them. SERIOUS.","polite","neutral"
"256",473217027323490304,"DavidCoburnUKip","@State_Control @LeeMartin4947 @timerousbeastie That is the only equitable solution","polite","neutral"
"257",462612588916772864,"GinnerRodgers","A modern jazzy reversion of Mien Kampf @nickgriffinmep #twat http://t.co/wRRKomnUB6 via @YouTube","impolite","negative"
"258",462658972357754880,"tomsandyo","Seeing @nickgriffinmep being hacked is fucking hilarious","impolite","negative"
"259",462690285240463360,"kymru","@Nigel_Farage you forgot the firing squad in front of that billboard","impolite","negative"
"260",462878071725780992,"ThatAndyHall","@Nigel_Farage a plague apon both your houses","impolite","negative"
"261",462909173723054080,"carole136","@BBCSPLondon @SyedKamall @maryhoneyball @SarahLudfordMEP @GerardBattenMEP @GreenJeanMEP maryhoneyball you want  talk complete rubbish","impolite","negative"
"262",463598152894128128,"Lindylooz","A rare event on @BBCr4today - a minister speaking human! @normanlamb - a shining star in the dark coalition firmament","impolite","negative"
"263",463751667490754560,"thommok","@dj_gor @BigGfaetheBigG @Nigel_Farage Just a distaste for opportunistic trader wankers. Scots are canny that way. Turn it to Salmond now...","impolite","negative"
"264",463847475539738624,"MrHappySW11","@steveparrott50 @Nigel_Farage typical lefty beeb #hahnotpolitical","impolite","negative"
"265",463985126628925440,"FergusMason1","@catherinemep @RTaylor_MEP @emcmillanscott @thetimes That's because Nick's a useless, unprincipled twat.","impolite","negative"
"266",464112524884180992,"BearJF94","@SAntrimNICons @voterossbrown f#@k off, thought police","impolite","negative"
"267",464371108670869504,"choppy0211","@Nigel_Farage atwat when awake , and a twat when u kip. http://t.co/0goa58Jee7","impolite","negative"
"268",464448655932784640,"anoncitizenhere","@bbcquestiontime @grantshapps @ChukaUmunna @Nigel_Farage @CarolineLucas SHAME ON #bbcqt for TOTAL bias in favour of RACIST ukip!! #noborders","impolite","negative"
"269",464562944026902528,"jaydeewiley","@fake_escorts @_Chris_Adams @UKIP @Nigel_Farage gobble on that large false idea of immigration,enjoy it,saviour it, let it distort ur view","impolite","negative"
"270",464673359008374784,"purpleline","@purplehelen @Nigel_Farage @Bonn1eGreer stupid comment re- nigel not worth response. Lefty twat","impolite","negative"
"271",464729496336084992,"witnwis","I think I've worked out @Nigel_Farage.  He's a piece funded by the Arts Council to explore society's attitude to stupidity. Must be.","impolite","negative"
"272",464734988001624064,"sowadally","Happy to see @nickgriffinmep on TV blaming everyone else for his racist party's death. Enjoy the bus home, you half-baked, crap Nazi.","impolite","negative"
"273",465088598174629888,"Matsmad","@DavidCoburnUKip http://t.co/tfXzoWinTM LOL what a joke you lot are!!","impolite","negative"
"274",465088783218921472,"grumpybutcuddly","@DavidCoburnUKip @Radical_Indy @uaf  Just a couple of insignificant anti-democratic far left bodies attracting foul mouthed dregs of society","impolite","negative"
"275",465259358449065984,"paulbokel","@GoodallGiles are you secretly related to Joss and is your middle name 'Rosetta'?","impolite","neutral"
"276",465407250677649408,"Otto_English","Gay tea expert @RogerHelmerMEP allegedly sacked researcher after she failed to enjoy a night out at a strip club http://t.co/2XWBc8Zayk","impolite","neutral"
"277",465438658334842880,"TomMckenzie13","@A11MEDR @nickgriffinmep also Nick, i would consider a change of your profile picture. Your face looks a bit droopy","impolite","negative"
"278",465439680562208768,"Ambrosia077","@Peepo01Paula @Greens4Animals @Green_Caroline PUBLIC MORE AWARE OF ANIMAL ABUSE NOW SINCE #BADGERCULL  ENOUGH 2 STOP THEIR THEIR DIRTY GAMES","impolite","neutral"
"279",465786797449314304,"SocHealthLondon","@daily_politics @Nigel_Farage @reporterboy why must the BBC persist in giving this pernicious man so much coverage? YOU have hyped him up!","impolite","negative"
"280",465788200666271744,"Markotim_","@nickgriffinmep who gives a flying fuck !","impolite","negative"
"281",465955110217318400,"NSinclaireMEP","Wrapping up now at @tlceudebate - great night","impolite","positive"
"282",466139979328937984,"modonnell221","@DavidJames2100 @JimAllister is 'shaking things up' not encouraging homosexual activity? Bloody hope not","impolite","negative"
"283",466533324371279872,"TimLeary75",".@Independent When @Nigel_Farage says ""[u have] the charisma of a damp rag &amp;the appearance of a low-grade bank clerk"",it's ok, Nazi -not ok?","impolite","negative"
"284",466536175839490048,"Akelly95","@DebunkUKIPlies @paulnuttallukip patronising. Nice. However you yourself must be pretty stupid if you don't think this group is violent.","impolite","neutral"
"285",466543894436401152,"Mr_JDTraynor","@AWAHStevens If all the racist scum like you buggered off to live on the moon, everyone else will get along fine.","impolite","negative"
"286",466556368766648320,"old_chap","@Bruciebabe @Nigel_Farage Perhaps we should change EU in UK to FU","impolite","negative"
"287",466609291072659456,"Stuart_Houston","@BritishDemocrat @Nigel_Farage @GerardBattenMEP must be the britainaphobes who are silent on everything but cartoons and stupid students","impolite","negative"
"288",466673558375383040,"CynicalCid79","@72holes @Nigel_Farage it's ok thanks UKIP have enough dicks to be going on!","impolite","negative"
"289",466881361731915776,"bennyrae1","@nickgriffinmep Very devious to use mentally disabled youths in your video. They couldn't even read your racist bullshit convincingly","impolite","negative"
"290",466981383186173952,"PeterYersin","RT ""@Nigel_Farage: Watched Saddam Husseins execution; It made me think, is there nothing on the Internet, that I won't masturbate to?""  <U+FFFD><U+FFFD><U+FFFD><U+FFFD><U+FFFD><U+FFFD>","impolite","negative"
"291",467311597128810496,"nikki_mcgowan","@nickgriffinmep shurrup sloth #fatwank","impolite","negative"
"292",467317196369457152,"WaywardLou","@CityJohn @Nigel_Farage there's an army of swivel eyed loons? TERRIFYING THOUGHT.","impolite","negative"
"293",467342311819837440,"FlamingoAlan","@alyn1957 @SLATUKIP @Nigel_Farage When it comes to bigots, I don't have that issue","impolite","negative"
"294",467400693599731712,"itsme_noah",".@nickgriffinmep A lethal, sickening monster stands next to a dalek.","impolite","negative"
"295",467562144197017600,"wageslavrey","@FarageTobyJug @Nigel_Farage @mrjamesob The sun is still a right wing, conservative, scumbag news paper...","impolite","negative"
"296",467643804330512384,"Dirk_Magurk","they attack @Nigel_Farage personally because they can't attack his superb policies.. #cowards #antiBritish #VoteUkip #FuckTheMedia","impolite","negative"
"297",467685033080553472,"adsnads76","@Nigel_Farage saying something xenophobic twice doesn't make it less moronic. No proper stats I see, just rightwing tabloid cack. Try harder","impolite","negative"
"298",467733080523169792,"SammDunville","@JoeSaleh14 @RodHowlett @RogerHelmerMEP yeah bloody hell Rodge.","impolite","negative"
"299",467734368572936192,"MrAidanGoatley","LOOK @Nigel_Farage LOOK. THERE IN THAT BUSH. A ROMANIAN GANG. HELP ME NIGEL. HELP ME! http://t.co/BWXzPN3WBr","impolite","negative"
"300",467990563644796928,"BrexitMania","@Michael_Heaver @SuzanneEvans1 It seems that @natalieben is not the only Green who has froth &amp; hysteria as an argument.","impolite","negative"
"301",468081958682374144,"George_Dowd","@JaniceUKIP is an absolute idiot. Commenting on other people's appearance because her argument is invalid.","impolite","negative"
"302",468085787675086848,"vjck_uk","@anna_novikova @DavidCoburnUKip how can we let these tossers rule our lives ? VOTE UKIP","impolite","negative"
"303",468138753689518080,"vivaizzie","@Hopkins_Alison @AntiArtiOO @davenellist they are scum. I believe Mo showed up 4 a while. I couldn't make it :/","impolite","negative"
"304",468142582598758400,"nundmc","Was @Nigel_Farage tired &amp; exhausted due to an incompetent foreigner (his wife) managing his diary ?","impolite","negative"
"305",468392013940162560,"Raver_Rich","@JaniceUKIP Stupid bint","impolite","negative"
"306",468706937245532160,"KatBoettge","@MolotovRecruit I'm glad :-)","impolite","positive"
"307",468786624059682816,"HS_feed","@Anothergreen Sickening blatant fascist.","impolite","negative"
"308",468809149690953728,"Oocnan","@vickyford @NorfolkTories @ConMEPs @EasternRegionCF What is the point, if you're sucking up to UKIP? Spineless idiots.","impolite","negative"
"309",468879369931591680,"ThePembleton","@Nigel_Farage Mate you're lame as fuck.","impolite","negative"
"310",469112263698567168,"SamCPizzaMan","@Nigel_Farage you are fucking fowl","impolite","negative"
"311",469118357300862976,"willshome","@Nigel_Farage is Britain's Berlusconi – someone foreigners look at and say, ""How can you vote for this buffoon?""","impolite","negative"
"312",469175001439293440,"PorterOllie","#WhyImVotingUkip Because I am sick of foreigners using and abusing Britain. It's time we took back control of OUR COUNTRY! @Nigel_Farage","impolite","negative"
"313",469176882081304576,"SarahAFC69","@BoabfreyThe1st @MikejMcDermott @DavidCoburnUKip @WellingtonCone another faceless smearer.","impolite","negative"
"314",469221960954937344,"the_meave","@Nigel_Farage @Last5Last fuck off Farage you wanker <U+270A>","impolite","negative"
"315",469401843567960064,"eagle44","@Nigel_Farage I have!!","impolite","neutral"
"316",469436818300370944,"SgtReal","@Nigel_Farage the UK is speaking UKIP are in the lead come on UK remember twat Cameron","impolite","negative"
"317",469444550671761408,"clouzot_alive","@paulnuttallukip Bloody civil war before 2020 We cannot support any more this mass immigration. It's a cancer. We must fight ! @UKIP","impolite","negative"
"318",469464285077594112,"beeunreal","@clarkie5151 @Rebartic @scottamylola @UK_Awakening @george_ukip @JaniceUKIP ABUSED lol","impolite","negative"
"319",469498937976832000,"smexyaspie","@Nigel_Farage I feel like I'm being ignored. You haven't died yet. #nigelpls","impolite","negative"
"320",469550736943374336,"Michaelogbechi1","@HumzaYousaf @AamerAnwar @TasminaSheikh @theSNP please keep those fascists out of Scotland!!","impolite","negative"
"321",469581411285229568,"F00Fighter72","@Nigel_Farage Political earthquake? More like fart in a lift. #WhyImVotingUkip","impolite","negative"
"322",469598840132100096,"dipdees123","@Nigel_Farage fuck off","impolite","negative"
"323",469783263419322368,"PaulStocker5","RT @Michael_Heaver: Winston McKenzie: ""The UKIP fox has struck again!"" https://t.co/JDOJHjuJ1G &gt; This guy is a complete and utter helmet.","impolite","negative"
"324",469799285840949248,"elsidcom","@DavidCoburnUKip well well david it looks like nobody is sick of the SNPin Scotland Your as much use as a one legged man at an arse kicking","impolite","negative"
"325",470179111542214656,"vesb12","@nickgriffinmep Because you're doing so well... you and your fascist party and opinions do not represent 'Brits'.","impolite","negative"
"326",470197472577736704,"Anothergreen","@patrickoscully @HughJaeger I don't have a car but fiancee is Roma descent, anyway fuck off racist!  and may be google Roma holocaust.","impolite","negative"
"327",470251135006437376,"MrSherazAfzal","@nickgriffinmep you do talk out of your arse, which is probably quite brown on account of all the shit you talk","impolite","negative"
"328",470503215759634432,"RdbrdgGreenFair","@GreenJeanMEP @RAMFELCharity @EastsideCH @Info_RRC sun is shining #organic #vegfood #charity #community http://t.co/QXMTgKvRNH","impolite","neutral"
"329",470607611826814976,"Oh_Betty_","@nickgriffinmep Fatty on the Dole #scrounger","impolite","negative"
"330",470675077030477824,"Siddo_D","That racist scumbag, @nickgriffinmep, is no longer an MEP #Vote2014","impolite","negative"
"331",470675424213995520,"poodlehat_76","@nickgriffinmep you massive cock! #ithinkyoumightbe","impolite","negative"
"332",470677741973823488,"FloTom","GOOO @Tim_Aker #UKIP","impolite","neutral"
"333",470683478921850880,"Jonesbox","@nickgriffinmep you're right you aren't going away. You've already gone. Crawl back under your rock and stay there. Cunt.","impolite","negative"
"334",470687267011321856,"heretic101","@helenllewellin1 @nickgriffinmep oh i see you mean bnp offer something better for uk.  Dont make me laugh you idiots. #samethingracists","impolite","negative"
"335",470691663959326720,"the_fool2","@Double_Karma @HarryFlowersOBE @nickgriffinmep that's me fucked, I dont speak acronym.","impolite","negative"
"336",470720480530677760,"MoAbbz","@Steven_Woolfe ah great ur gt ur lot in north west.. Get this I couldn't give a Frigg  About use . cause use a bag of wanks.","impolite","negative"
"337",470863612752707584,"ScrumpyNed","@HogynDa @cymnot @nospin @Wh1stleblower @JillEvansMEP @Plaid_Cymru Seriously!?! Do you really believe that?! You must be on the sauce early.","impolite","negative"
"338",470902588272300032,"bradcrisp_","BETTER GET CHANGING YOUR @ MATE @nickgriffinmep","impolite","negative"
"339",470908170727342080,"Mzebonga","28% of the electorate not withstanding, @Nigel_Farage is still a cunt.","impolite","negative"
"340",470941854629101568,"wilsoncov","@holyroodmandy @greigforbes @JohannLamont @AlexSalmond @Nigel_Farage Nothing surprises me about this vile horrible lying bastard of a woman","impolite","negative"
"341",471023724528173056,"JonyB007","@Markymoomoo39 @Nigel_Farage @UKIP @93rdminute   as long as they're not black… European or homosexual!!","impolite","negative"
"342",471073975641341952,"Lokster71","@DanHannanMEP has a lot more followers than me, which means my timeline is now awash with Hitler was a socialist people. Nice work Sir.","impolite","negative"
"343",471110797167702016,"Connor_ML","@fazel67 @CalumMac1997 @Nigel_Farage is gonna deport you","impolite","negative"
"344",471180532039315456,"En_Ulv_i_Skogen","@JefferyThomas88 @nickgriffinmep They won't hire him, he'll just eat all of the stock #fuckoffcyclops","impolite","negative"
"345",471232754655715328,"AJPritch_V2","@StanCollymore @nickgriffinmep a rule that applies LESS often than it actually applies. Great grasp of the English language, gobshite!","impolite","negative"
"346",471241167427080192,"DavidCoburnUKip","@benjamincohen I said there Can be NO Equality when couples Civil Partnerships are being abolished - that is Clear to Everyone - Obvious!","impolite","neutral"
"347",471272482679562240,"Toblueforyou","@Daleington9 @StanCollymore @nickgriffinmep The only thing that'd make it more Moronic is if @piersmorgan chips in <U+FFFD><U+FFFD><U+FFFD><U+FFFD>","impolite","negative"
"348",471277492243005440,"pperrin",".@Jameeyy gosh, a 100% gold plated nutter - hahahah @PomInOz1 @Michael_Heaver","impolite","negative"
"349",471294647663620096,"petermbenglish","The Peter English Daily is out! http://t.co/89Ey1QCG6R Stories via @tangendentalism @drmarielouise","impolite","neutral"
"350",471339014302494720,"sb_hoops67","@JimAllister Brussels my arse hahahahahah","impolite","negative"
"351",471968571200126976,"kieranffkcsf","@Nigel_Farage fuck everyone who voted ukip","impolite","negative"
"352",472073584186490880,"moggie1966","@CZMartin07 @Nigel_Farage try and tell those in the construction business u r so deluded.","impolite","negative"
"353",472124218176712704,"IC3BlackEurope","@bnp @britdems @EssexNF @londonorganiser @NBPAUK @collegeofpolice @metpoliceuk @CityPolice NO POOR ENGLISH IN ENGLAND
http://t.co/IScf8aJL6Y","impolite","neutral"
"354",472131299562762240,"tonescotland","#bbcqt ukip earthquake coming when @Nigel_Farage farts.....","impolite","negative"
"355",472417604691562496,"UK4OurNationals","@wackyracer2 @nickgriffinmep @Ironwand THE ENGLISH ARE DEFINITIVELY &amp; UNAPOLOGETICALLY A WHITE PEOPLE AND WESTERN CULTURE. ENGLISH IS THEIRS","impolite","neutral"
"356",472656626311512064,"McnabbTeddy","@kategilson @LiamByrneMP @andyburnhammp @Nigel_Farage no probs you got your #UnitedHealth man to accompany warner :) http://t.co/45Z5grEwtW","impolite","positive"
"357",472895242711334912,"ImGregCook","@Alfie_Pacino @LabourNHSJAN @andyburnhammp @Nigel_Farage Nobber, isn't he?","impolite","negative"
"358",473041361550446592,"Hozwoldian","Can we get UKIP on these fucking illegal aliens stealing everyone's jobs?please hey @Nigel_Farage http://t.co/FONejidkNy","impolite","negative"
"359",473055780913307648,"martinwedge","@NSinclaireMEP Knew that Lib Dems getting into bed with Tories would end like this. They might never get another bite of the cherry.","impolite","negative"
"360",473081384995921920,"JoHayesLibDem","@KarinBGraham Still pursued by nasty attacks from #UKIP trolls. This one claims to be animal-lover. She's seriously conflicted so lashes out","impolite","negative"
