text;predicted_rf
The pubs are not opening but government training camps are were you get rewarded with a beer for your submission   Drink up slaves       RamadanKareem  CovidVaccine  COVID19  DerekChauvinTrial  UCL  PubsReopening  MasksDontWork ;0
 lol been  getting politicized                        oh geez you re hilarious  The GOP and their convenient amnesia       VaccinesWork  CovidVaccine  slowandsloppy  trumpadmin  gopfuckeditup;0
One of our amazing parents  Yvonne  has pulled together some advice for parents who are struggling to get a  CovidVaccine for their high risk child      She is one of just a few parents who finally managed to get an unlicensed jab after a long battle    ;1
State of Florida finally updated its  CovidVaccine site  Instead of registering   blindly waiting to be contacted  you can now see available vaccines by week in zip code  Which    is what it should have been back when it first launched   I get my 1st shot next week   VaccinesWork;0
Just had my first ever  COVID19 test for an upcoming surgery  That alone is an excellent reason to get the  CovidVaccine;1
So many people I went to high school w/ drank four loko but are concerned about what might be in the  CovidVaccine         ;0
Starting yesterday  MA paused Johnson   Johnson COVID 19 vaccine during vaccine administrations in compliance with CDC recommendation  Learn more   CovidVaccine  ;0
If you do it   don't doubt it    If you doubt it   don't do it   CovidVaccine  COVID19;0
Let s party  Just completed my 2nd  CovidVaccine  Thanks  and the  for making it so easy  Ready to  travel    ;1
Emotional  CovidVaccine  anxiety the culmination of the year  All the deaths  the pain the fear  I ll never be who I was    I hope y all changed too for the better  ;1
  Ms Elizabeth Onitolo  The UNICEF Communication for Development Specialist   poliofreenigeria  CovidVaccine  VaccineForAll  vaccination        ;1
Ramadan Mubarak  If you're fasting this  Ramadan  you maybe worried about having the  COVIDVaccine    It does not contain any animal products   It does not break your fast   The vast majority of scholars state that it is OK to take the vaccine whilst fasting  cc  ;0
Here at CVS  waiting for my turn to get my first    CovidVaccine dose  About 10 people ahead of me  ;1
India has a long way to go with vaccinations at 8 2 doses administered per 100 people  just 1  of the population fully vaccinated and 7 2  partially vaccinated    COVIDSecondWave  COVID19  CovidVaccine   ;0
I'm hearing that new vaccine appointments are coming online at    or through the hotline 646 838 0319   Secure your  CovidVaccine appointment today  ;1
A very helpful and well explained thread about delaying second doses of the  CovidVaccine         ;0
 I trust science  and I got the vaccine  If you trust me  you'll get the vaccine  In math  it's called the distributive property  In people  it's called taking care of one another    Thisisyourshot  COVIDVaccine  ;1
