"","text","Sentiment"
"cv563_18610.txt","the thirteenth floor is a bland , obligatory exercise in genre film-making . 
if i hadn't recently watched the matrix and open your eyes  -  both of which are similar but far superior  -  i might have been a little nicer to this picture . 
craig bierko makes an adequate hero as douglas hall , the rich co-creator of a perfect human world simulation who is suddenly blamed for the murder of his boss ( armin mueller-stahl ) . 
everything that was subtle and smart about the previously mentioned films is battered over our heads in this one , and characters stare at each other for maddeningly-long periods of time and refuse to communicate on any realistic level . 
the acting is okay , but the film suffers from every logical flaw one could think of , and features a script ( co-penned by director josef rusnak ) loaded with cliches and stock characters . 
there are individual scenes and ideas that work  -  i like the thought of a sentient computer program  -  but none of the film's strengths are recognized to any meaningful degree . 
producer roland emmerich , based on this and his previous directorial efforts , seems hell-bent on bringing us the ultimate standard in mediocre science-fiction . ","neg"
"cv793_15235.txt","this is the worst movie i've viewed so far in 98 . 
the avengers = silly = man dressed in a bowler hat + woman wearing tight leathers > evil scientists dressed in teddy bear suits + greater evil , sir august de wynter wearing kilt . 
the question is what could have gone wrong with a potentially great idea with big name cast ? 
the same question was probably asked of last year's stinker batman and robin . 
i feel the production got a little too smug , the script a little to smart and direction was somehow lost in the chaos of random events that collided together to form a movie . 
my greatest criticism rests on the fact that there was no chemistry between emma peel and john steed ( thurman and fiennes ) ? something that was a vital element of the 60's tv serial of the same name . 
the dialogue goes on and on about tea and other finer british perks , but does not allow much room for character development and interaction , except to perhaps grate on the viewer's nerves . 
one wonders why the dynamic pair bother kissing in the end except for pure english formality . 
connery as sir august , does not fair better than thurman or fiennes . 
his dialogue is as erratic as stormy weather , mostly embarrassing and poor quality . 
if there is a movie you would prefer never to see , i believe the avengers would be a good choice . 
for one thing , you will not have to witness a product that is far inferior to the three high profile names that is associated with the title . 
i cannot understand how something so poorly produced could have been released , but i put it down to one of those freak happenings in nature , like lightning you can't see it coming until it hits you . ","neg"
"cv849_15729.txt","meet joe black is your classic boy-meets-girl , boy-likes-girl , boy-gets-killed-in-horrible-accident , supernatural-entity-takes-over-boy's-body , supernatural-entity-falls-in-love-with-girl story . 
based on the 1934 film death takes a holiday , meet joe black is a well acted romantic drama which explores the meanings of life and love . 
william parrish ( anthony hopkins ) is a billionaire businessman on the brink of his 65th birthday . 
he has built a huge media empire , and raised two beautiful daughters , allison ( marcia gay harden ) and susan ( claire forlani ) . 
william has been able to negotiate his way out of many tough spots . . . but he has suddenly begun fearing his own mortality , the one situation he won't be able to talk his way out of . 
and he has good reason to fear , for death himself is stalking him . 
however , death has a deal to make . 
death has taken possession of a man who has recently died ( brad pitt ) , and wants william to be his guide in a holiday among the living . 
in return , william gets to live a few extra days . 
of course , he agrees . 
death , under the human name of "" joe black "" , gets to experience life as a complete innocent . 
he never before has experienced the simple pleasures of a springy matters or peanut butter . 
and he's not quite compared for the more complex pleasures when he and susan fall in love . 
but , is their affair doomed to an early demise ? 
at nearly three hours in length , meet joe black is a little bit on the leisurely side , though it never gets boringly lengthy . 
instead , the film gets a chance to develop some nicely textured characters and situations . 
you get to soak in and enjoy the atmosphere , rather than being hurriedly rushed through it . 
the romantic angle works well , though , surprisingly , the interactions between joe black and william parrish are more interesting than those with his daughter . 
this is most likely due to anthony hopkins , who once again displays his superb acting skills . 
william is a desperate man who has had a seemingly ideal life , and doesn't want to let it go . 
by contrast , claire forlani is merely the romantic interest . 
she gets to show joe the ropes of love , but is hardly as interesting a character . 
as joe black , brad pitt seems a bit stilted . 
granted , he's supposed to be out-of-place , but the overly formal technique used by pitt begins to distract from the role . 
still , he is able to hold his own , and over the course of the three hours , his character begins to grow on you . 
the main character who seems out of place here is drew ( jake weber ) , an ambitious executive in williams' company who is joe black's main rival for susan's affections . 
weber plays the character with a hammy relish reminiscent of snidley whiplash . 
this cartoonish foil an aberration in a film filled many more dimensional characters . 
the supernatural elements of the film are handled murkily , but never distractingly so . 
we never learn what is the exact nature of death , or why he's never done something like this before . 
it actually gets a bit creepy when death talks to the dying in their own voices/accents . 
 ( his initial conversations with hopkins sound shockingly like hannibal lecter . . . ) 
and the ultimate resolution to one of the film's supernatural problems seems , well , somewhat superficial . 
still , even with the film's length , it was a pleasant time at the movies , something you wouldn't necessarily expect from a film about death . . . but one which meet joe black delivers anyhow . ","pos"
"cv905_29114.txt","hedwig ( john cameron mitchell ) was born a boy named hansel in east berlin . 
as a teen seeking his "" other half , "" he reluctantly agrees to a sex change operation in order to marry american g . i . 
luther ( maurice dean wint ) . 
the operation , performed by a hack surgeon , is botched , and the "" angry inch "" is all that's left . 
now a "" she "" , hedwig comes to america , is abandoned by luther , forms a rock band and falls for her 17-year old lover/prot ? g ? , tommy , only to be rejected by him later , too . 
she and her band , the angry inch , shadows the now-famous tommy gnosis across the us ( for revenge ? ) , but hedwig is really in search of her lost other half in "" hedwig and the angry inch . "" 
first time helmer john cameron mitchell , along with composer/lyricist stephen trask , created and starred in their acclaimed off-broadway production that has become the movie . 
and quite a movie it is in its eclectic variety of songs , outrageous costumes , sets and makeup and , especially , a riveting performance by mitchell as the title character . 
mitchell and trask have reinvented the movie musical and couple it with the underlying story of just whom hedwig is and what she is looking for . 
i am , by far , not a big fan of musicals . 
sure , there are exceptions , like bob fosse's "" all that jazz "" and "" cabaret , "" but , for the most part , they are just not my cup of tea . 
 "" hedwig and the angry inch "" is an exception , though , with its combination of humor , wit and a collection of tunes that covers musical styles ranging from "" the rocky horror picture show "" and meatloaf to david bowie to the sex pistols . 
the original songs , by stephen trask ( also appearing as one of the members of the band the angry inch ) , are full of energy and variety and , even though it's not my kind of music , i found every one entertaining and fun . 
the audience i saw "" hedwig "" with thought so , too . 
the main attraction to this one-man/woman show is the presence of its star . 
john cameron mitchell gives a solid , sometimes fun , sometimes angry performance as a person searching for self-enlightenment and love . 
as a young boy growing up in east berlin , hansel is abused by his g . i . 
father and raised by his german mother in a tiny flat so small that "" mother would make me play in the oven "" where he listened to pop music on armed forces radio . 
later , as a young man , he meets luther , another g . i . 
and is swept off of his feet . 
the ensuing angry inch incident comes soon after . 
flash forward to a trailer park in junction city , kansas , and luther is leaving hedwig for another boy . 
frustrated and broke , she takes on baby-sitting and the odd "" job "" to make ends meet . 
she also forms a band with four korean housewives and the musical talent of hedwig is born . 
she meets , falls for and loses young tommy , who steals her songs and goes off to become a rock sensation . 
jealous and angry , hedwig and her new band begins a campaign to shadow tommy's tours and , with the help of her manager , phyllis stein ( andrea martin ) , is trying get a law suit going against the star for stealing her songs . 
hedwig and the angry inch get gigs , not coincidentally , at a chain of seafood restaurants that just happen to be next to the forums where tommy gnosis is playing . 
things finally come to a head , so to speak , in new york city . 
the popularity of the off-broadway musical and its offshoots have garnered a ready-made audience base for "" hedwig . "" 
the wit , humor , music and search for identity has great appeal to young adults , but the charismatic presence of mitchell makes this a cut above what it could have been . 
it is this one-man/woman show that casts its spotlight on its "" internationally ignored "" rock star and mitchell is outstanding in the role . 
there isn't a lot going on with other characters , though there are amusing little sidebars , like hedwig's backup singer/lover , yitzak ( miriam shor ) , deciding to break away from the band to join a polynesian road show of "" rent "" as a puerto rican drag queen . 
the low budget that the moviemakers have for the production belies the quality of the film . 
attention to details - hedwig's costumes and outrageous "" cabaret "" -like makeup ; the seedy trailer park setting ; and , the kitschy seafood restaurants - are loads of fun to watch and lend the appropriate air to the proceeds , all on what has to be a beer budget . 
 "" hedwig and the angry inch "" may not be for everybody , but the energy of the effort , the songs , the imaginative sets and costumes and a fast steady pace make it a pleasure to watch . 
if you're a fan of contemporary , edgy music , it is an even bigger draw . 
i give it a b+ . ","pos"
"cv369_12886.txt","sometimes you just have to tip your hat to a film . 
sometimes you just have to jump on the bandwagon and enjoy the ride . 
i saw the truman show with an audience full of teenagers , most of whom were no doubt drawn by ace ventura himself and hoping to see his latest take on fart jokes . 
surprised , they may have been , when they realized that this picture actually had something to say . 
but by the attentiveness of the crowd i'd say they were won over - as was i . i can't tell yet if truman really is that good , or if it only seems that good in comparison to the awful mountain of crap spewed forth from the bowls of hollywood so far this year . 
time alone will make that call . 
but by the end of the film we were all on truman burbank's side . 
we were concerned for his well-being , and wanted him to win . 
that we felt as we did is a tribute both to the film and to jim carrey , who has achieved legitimacy at last . 
the truman show is a film best viewed cold , with as little foreknowledge as possible about the plot . 
unless you're under a media blackout , however , you probably know the basics . 
carrey stars as truman burbank , a capra-esque everyman insurance agent living with his beautiful wife meryl ( laura linney ) in the south florida island town of seahaven , which looks like michael eisner's idea of the perfect american small town . 
truman would seem to live the perfect middle class lifestyle , complete with a working wife , a best bud , friendly neighbors and interesting co-workers . 
there is tragedy in his past - his father drowned in a horrible boating accident , leaving truman with a dreadful fear of water , and of travel in general - but overall , life is good . 
but then one day as truman leaves his house for work , a klieg light falls magically from the sky . 
this curious event may lead truman to discover what the rest of the world already knows : that he is a prisoner on the world's biggest soundstage , that his wife , friends and relatives are all actors paid to interact with him , and that his life has , for over 10 , 000 days , been broadcast as the world's most popular television program . 
what makes the first hour of truman so enjoyable to watch is the magical verisimilitude painstakingly constructed by niccol and weir . 
the soundstage , we're told , is "" only the second man-made structure visible from space . "" 
truman's movements are tracked ceaselessly by 5 , 000 cameras scattered throughout the town : button cams , dashboard cams , mirror cams , wife cams , big cams and small cams . 
weir cuts the film so we're never quite sure if we're watching truman through the camera of director weir or through the camera of the show's omnipotent creator christof ( ed harris ) who oversees the show from a control room built into the man-made moon in seahaven's sky . 
the second act offers a plethora of clues for truman as to the truth of his existence . 
his best friend marlon ( noah emmerich ) always has a six pack of beer with him . 
his wife seems to exist in an eternal commercial in which she is always endorsing the latest hot household product . 
he sees the same people walking in the same set patterns all over town . 
one wonders why he didn't pick up on any of this earlier , but christof has an answer for this : "" people tend to accept the reality with which they're presented . "" 
nevertheless , truman begins to grow restless , and dreams of escape to fiji , where an old college sweetheart ( natasha mcelhone ) supposedly lives . 
this convincing reality of television as progenitor of reality is a magical and provocative concept ; the best thing jim carrey does is stay out of its way . 
by underplaying truman , he allows the subtle manipulations of the film to take over . 
there is a particularly poignant scene in which truman confides his fears to marlon , and marlon answers with best-friend sincerity , "" i'd gladly step in front of a bus for you . "" 
but that line was fed to marlon through an earpiece by christof . 
the abject cruelty to which truman is subjected to hits home - and from that moment , we're on his side . 
the truman show derives much of its success from playing to our own secret paranoid fantasies - haven't we all , at least once , doubted our place in the world , doubted the sincerity of those closest to us ? 
ultimately , however , the picture rises above its own artifice to raise some real questions about the relationship of humankind and our creator . 
what does god really think of us ? 
does he resent our abandonment of paradise ? 
who exactly is watching us , up there in the sky ? 
if you enjoy the picture as much as i did , credit weir for allowing the magic of the screenplay to work . 
as for carrey - well , truman burbank is the kind of role that jimmy stewart was born to play . 
carrey is no jimmy stewart ; to his credit , he doesn't try to be . 
he just tries to feel the way you or i would , if we suddenly found out that the whole world was watching us . ","pos"
"cv850_16466.txt","buffalo ? 66 is a very rarely known movie that stars vincent gallo and christina ricci . 
gallo plays a very troubled man , who was sent to jail for gambling . 
once out of jail , he must visit his parents , who he told he was married . 
the truth is he isn't married . 
to try to impress them , he kidnaps a girl ( christina ricci ) from a tap dancing class to act as his wife . 
the film is very cheaply made , and it shows it throughout a lot of the movie , but you don't need money to make a good film . 
buffalo ? 66 doesn't always stay with the realistic concept , and sometimes goes through outrageous events . 
gallo's parents , played by angelica huston and ben gazarra , are two very strange individuals . 
the mother plays a football fanatic and the father plays a quiet man with odd habits . 
gallo and ricci arrive at his parent's house , and some extremely funny scenes take place within the house . 
ricci's performance during the scene at gallo's parent's home are very well done . 
there is constantly humor involved in the interesting dinner table scenes . 
the way the movie was filmed in this particular part of the movie were interesting and creative . 
they seemed very mediocre , but they worked out just fine . 
gallo's character is developed very well . 
the impression that he is very depressed and confused is very clear . 
gallo gives a performance that makes you believe what the character is going through . 
his character goes through many , many problems , just like many people in real life . 
this character seemed very realistic to me . 
ricci's character is funny and different . 
she doesn't care much that she has been kidnaped , in fact , she falls in love the man who kidnaped her ! 
ricci is a very wonderful actress and she is starting to get the recognition that she deserves . 
buffalo ? 66 isn't all laughs though . 
many scenes are very dramatic and depressing . 
gallo's character was so realistic , he was extremely disturbing . 
some scenes are supposed to come off as funny , but they actually seemed sad and real to life . 
the film sometimes drags along , not giving much material . 
i really would have liked to see gallo's parents a lot more , and i would have liked to see the characters developed more . 
overall , buffalo ? 66 isn't as good as some people put it up to be . 
the bottom line- a few hysterical scenes save this film from sinking to the bottom . ","pos"
"cv467_26610.txt","in china in 1982 i turned the tables on our national guide and asked him if he had any questions about america . 
i guess i was expecting some sort of political question . 
instead , i was dumfounded by what was most on his mind . 
 "" in america , do wives and their mothers-in-law get along well ? "" 
he assured me in china that they did , but i am certain if that were true he would not have asked . 
even in china people seem to have problems relating to in- laws . 
perhaps some of life's most difficult relationships arise when families are suddenly artificially joined by marriage . 
a man trying to relate to his new prospective in-laws and vice-versa could be the basis of a very strong comedy . 
meet the parents does not demonstrate that fact , however . 
greg focker ( played by ben stiller ) has been dating and in love with pam byrnes ( teri polo ) for ten months and is now ready to propose to her . 
he will do it during a weekend visit to meet debbie's family and to attend her sister's wedding . 
from the beginning the relationship is awkward between greg and jack and dina byrnes ( robert deniro and blythe danner ) . 
through no fault of his own , the airline has lost greg's luggage . 
and he has to ask to borrow clothing . 
it is the beginning of a game of one-upmanship in which greg is nearly always one-down . 
as the games go on greg is more and more uncomfortable and uneasy which only contributes to the mistakes he makes . 
greg is playing a game he does not understand , in a league he is new to . 
but perhaps along the way he will discover some unexpected secrets about his father-in-law . 
this film had potential in its tale of one-upmanship . 
it has hit on a situation that many in the audience may find familiar - one that has not been done overly frequently in films . 
but the script by jim herzfeld and john hamburg is a little too contrived . 
too many coincidences in the story work against greg . 
the script could not decide if the main character was incompetent or simply unlucky . 
certainly he does not help his situation by doing everything wrong he possibly could , but even when he is trying to do the right things nature conspires against him . 
there is an uneven mix of slapstick sequences and human comedy . 
certainly the last part of the film feels awkwardly written . 
the main reason to see meet the parents is to see robert deniro's performance . 
deniro plays the suspicious and not a little fascistic father as tightly wound and threatening as he can . 
the little judgmental expressions on his face are a show in themselves as greg digs himself deeper and deeper into his insecurities . 
but we do not really see much of that digging . 
ben stiller is an affable presence in the film but is not really stretching himself by playing the role as the nebbish to whom so many bad things happen . 
it is nice to see blythe danner again on the screen . 
but her character has a basic conflict between a basic decency and her love for her husband and the script should have given her more to do with that . 
randy newman has written a playful score . 
in the first few seconds of the film it does something creative i have never heard a film score do before . 
there is a lot of source music that is popular music of the 1960s . 
presumably that is what the upper class listens to at least in somebody's imagination . 
humor is subjective and some this film has been getting some favorable comment . 
but this is a comedy that works only occasionally for me . 
i would have to rate it 4 on the 0 to 10 scale and a 0 on the -4 to +4 scale . ","neg"
"cv532_6522.txt","i'm not quite sure what to say about mars attacks ! , which is obviously the work of a deranged genius . 
when tim burton's twisted alien invasion comedy really works , it's breathtaking and hilarious in equal measure . 
and when it doesn't work , it's just dull . 
i'm not even sure it works more often than it doesn't , but where it counts  -  that is , when this gleefully evil invading force from the red planet gets down to the business of blasting us to kingdom come  -  mars attacks ! 
is brilliant . 
mars attacks ! 
is based on a rather unsavory series of trading cards released by topps in the 1950s , and it takes its cues from the same sources as this summer's independence day  -  old alien invasion flicks , disaster movies , and big-budget special effects extravaganzas . 
but unlike independence day , which was a painfully middle-of-the-road appeal to the hearts , minds and wallets of america , mars attacks ! 
has a fully developed and very personal sense of wonder about it . 
the big difference is that while independence day celebrated the resilience of human beings , mars attacks ! 
portrays us as the greedy and hapless schmucks that we are . 
the title sequence is just splendid  -  an incredible swarm of flying saucers rises out of the canals of the red planet and then storms earthward through the solar system in formation . 
the spinning metal saucers are dead ringers for the invading forces of movies past , and their first appearance on the big screen in combination with danny elfman's thundering , theremin-driven score is absolutely jaw-dropping . 
it's so overwhelming that , i swear to you , i had trouble breathing . 
the movie lays low for the next 40 minutes . 
we get a glimpse of the alien leader , resplendent in a purple-sequined cape , when a television message is broadcast to the people of the world  -  naturally , the only way to communicate with earthlings is to preempt our regularly scheduled programming . 
but mostly , the first act is spent developing characters , setting up mildly comic situations , and drawing a quirky but dishearteningly drab picture of america according to tim burton . 
it's a good thing that the most compelling personality in the movie belongs to the aliens , because burton's just not interested in making more than caricatures out of his human stars . 
anyone who comes to mars attacks ! 
expecting to see a lot of one favorite actor is bound to be disappointed  -  with few exceptions , these characters are dispatched as the film progresses . 
jack nicholson is a lot of fun as the president of the united states but fizzles as a sleazy las vegas hotel developer . rod steiger does an amusing enough take on dr . strangelove's buck turgidson , glenn close brings some star power to the role of the first lady , and martin short is a presidential aide who meets the martians in the white house's "" kennedy room , "" a secluded nook where he unwittingly tries to seduce an alien dressed up as a big-haired , pointy-breasted sexpot ( lisa marie , the burton flame who played vampira in ed wood )  -  in an earlier scene , it's made clear that the aliens studied human sexuality in the pages of an old issue of playboy . 
sarah jessica parker hosts her own tv show and michael j . fox is her newsman husband . 
the octogenarian sylvia sidney has a funny part as the old woman who cackles , "" they blew up congress ! "" 
and plays a decisive role in the defeat of the alien menace . 
jim brown and tom jones are the film's vegas-based heroes , and director barbet schroeder ( reversal of fortune ) has a funny cameo as the unfortunate french president . 
also on hand and underutilized are annette bening , pierce brosnan , pam grier , lukas haas and natalie portman ( the latter two also show up in woody allen's everyone says i love you ) . 
the real stars , of course , are the computer-generated martians , and they're fantastic . 
with bare brains glistening atop their grinning skull-faces , round egg-eyes with red pupils darting this way and that , these animated invaders are malevolence incarnate  -  joe dante's gremlins are the closest equivalent in recent memory , but burton's little monsters are more inventive . 
the film's raison d'etre are the scenes of crimes against mankind  -  the most famous monuments of the world crumble under the alien assault , easter island is turned into a bowling alley , and the nasty little buggers perform hideous medical experiments on captured humans . 
the sheer level of mayhem is staggering , especially when the aliens make their first attack , blasting human beings into iridescent skeletons . 
parents are urged to pay special attention to the pg-13 rating  -  it's earned . 
the special effects vary from charming to astonishing to deliciously cheesy , and at least a couple of shots of mass destruction seem to have been engineered specifically in response to independence day , although mars attacks ! 
was in production long before that film's release . 
cinematographer peter suschitzky , who makes the most of wynn thomas's wildly imaginative production design ( thomas helped define the spike lee style ) , actually took time off from his mars attacks ! 
regimen to shoot crash for david cronenberg . 
cronenberg's movie will almost certainly be more somber  -  it won't be released in the u . s . until early next year  -  but mars attacks ! 
is surely a similarly elegant nightmare . 
this is not a nice movie . 
 ( and which studio executive was duped into giving burton $70 million to make it ? ) 
by setting the film's final scenes in the nearly empty , holocaust-ravaged america that independence day conveniently avoided , burton's invasion epic suggests that the world we've got may not be worth saving until many of the people on it are dead . 
the victims of his invasion are naive , greedy , or disastrously self-absorbed  -  and a good thing , too , since the movie's wicked charm is dependent on our ability to take this invasion partly as a wish-fulfillment fantasy . 
the surviving cast members are the innocents and the entertainers , who triumph by determining that the alien invaders  -  the ultimate elitists  -  are actually susceptible to the kitschiest strains of american pop culture . 
ultimately , this messy masterpiece is the year's funniest comedy and a weird , winking affirmation of the power of the people . ","pos"
"cv919_18155.txt","in the mid-1980s , following the splendid debut in hugh hudson's greystoke and relative success of first highlander film , it looked like christopher lambert's acting career might go somewhere . 
but , it wasn't meant to be , which became obvious following highlander ii . 
in this decade christopher lambert became associated with films with low budgets and even lower quality . 
very often such films were science fiction , which meant that the fans of that genre learned the hard way what to evade anything starring christopher lambert . 
whether it was because of real lack of talent , terrible miscasting or simple bad luck isn't important - the end result was almost always horrible . 
the same can be said for fortress , 1993 science fiction film directed by stuart gordon , director who created cult following with his 1980s horror gorefests like reanimator and from beyond . 
the movie is set in 2018 . 
for some undisclosed reason , usa introduced strict population control and couples are barred from having more than one child . 
jake ( christopher lambert ) and karen brennick ( lori laughlin ) broke that law and are caught by authorities on the border . 
sentenced to 31 years in prison , they are both thrown into fortress , privately owned correctional facility , equiped with state-of-the-art futuristic technology and run by computer called zed . 
although equiped with gismos that regulate every aspect of inmates' lives and make any escape impossible , prison authorities often use violence . 
jake survives many ordeals and earns respect of some inmates which would help him when he begins planing the escape . 
such escape should become necessity , because the warden poe ( kurtwood smith ) begins showing unhealthy interest in karen . 
after rather intriguing beginning and some interesting special effects that depict the futuristic settings of prison , this film soon starts sinking into mediocrity . 
the reason is in the screenplay that quickly degenerates into whole series of prison movie clich ? s and situations that are painfully predictable . 
by the time brennick begins his escape from fortress , those situations not only begin to look predictable , but utterly implausible too . 
of course , film never tried to explain why the country that lacks resources to support its present population happens to spend bucketloads of money on ultra-expensive supertechnology with sole intention of keeping alive most useless and dangerous members of the society . 
the initially interesting plot is done even more wrong by stereotyped characters , played by not too interested or talented actors . 
lori laughlin , although physically attractive , shows the acting ability of sequoia . 
kurtwood smith as prison warden is rather uninspired , capable of solid , yet forgettable performance . 
lambert's performance is also good , but even the bigger talent couldn't help this film , destined to end in oblivion . ","neg"
"cv080_13465.txt","just how inseparable is the team of sgt . 
martin riggs ( mel gibson ) and sgt . 
roger murtaugh ( danny glover ) ? 
let's just say that when one partner asks the other partner to strip to his boxer shorts and then further asks him to run out into the middle of the road , flapping his arms while feverishly cackling like a chicken just to create a distraction , his partner actually does it ! 
the familiar lethal weapon family is back , including rene russo , who is now the expectant mother of riggs' child and joe pesci as the soprana-like , foul-mouthed former accountant who has decided to become a private eye . 
new to the team is chris rock , also a fast-talking , up and coming detective . 
trouble seems to follow the two veteran detectives where ever they go , and in this film , that is no exception . 
even when they are just taking a leisurely boat ride , they somehow manage to collide with a freighter ship . 
we here some ominous music , which clues us that a confrontation is about to happen . 
gunfire ensues , and when it's all over , the detectives want to learn more about this freighter by questioning a chinatown crime lord . 
although they don't know what they're looking for , their inquisitiveness causes the bad guys to take some action . 
and there's plenty of action here for two movies . 
led by fighting sensation jet li , whose martial arts skill is nothing less than impressive , he does what he can to make sure that no one finds out what they are up to . 
li is ruthless in his approach , will kill anyone just to make a point , and develops enormous disdain for the two detectives . 
there are terrific car chases , explosions and gunshot galore . 
it's a summer action recipe followed to the letter , and the result is nothing less than pure , unadulterated summer fun . 
but even too many explosions can get boring . 
to counter that , we are treated to several amazingly choreographed fight sequences with jet li . 
luckily , he'd rather fight hand-to-hand instead of firing off guns . 
meanwhile , when the detectives aren't reloading their guns or running from fireballs , they're engaged in sophomoric banter and silly conversations that provide a nice diversion from the hail of bullets . 
everybody gets in on the shtick . 
russo screams during her delivery , the crime lord has a few funny bits when he's being interrogated while being given laughing gas , and pesci and rock are very funny as they go at it discussing the drawbacks of having cellular phones . 
gibson and glover are always in sync and the film moves at a brisk pace to get to the final and terrific mano a mano . 
score one for the old guard . ","pos"
"cv456_20370.txt","there ? s nothing quite like a gory anime . 
really , and this is the truth , no other genre in film gets away with such violence without a word being said in the media about it . 
with anime , a common shot is watching a body getting quickly cut in two , and the rest of the insides falling out seconds afterword . 
this is a standard practice in anime , or at least the half dozen or so titles that i ? ve seen . 
vampire hunter d is a gory , gory film . 
if they ever made a live version of the film , it would be banned in several countries and given a rating somewhere below xxx . 
it ? s not that it ? s gore is unique - it ? s just like other gory animes - but this one was supposed to stand out because of the complexity it ? s story , characters , animation , etc . . . 
it really didn ? t . 
it was disgusting and gruesome , which overshadowed the story , what little of it there was . 
it seems that in the not too distant future vampires and evil control the world , because god knows that our local police force just can ? t seem to get a handle on vampires in the movies . 
one evening , a blond peasant girl , drawn to look 17 and innocent ( a foreshadow that we will see her naked , i guessed early on it would be in the shower or in a rape scene ) is out fighting evil in her local forest preserve when she stumbles onto the private property of a ten thousand year old vampire ( insert strom thurmand joke here . ) 
of course , he never put a ? no trespassing ? sign on his yard , so one can ? t really blame her , but he ? s upset anyway and demands retribution . 
she gets the obligatory bite on the neck ( aren ? t there other places to get blood from ? 
it seems like a bite in the elbow would do well enough . 
if it's good enough for doctors to draw blood from , then why do vampires stray from that sight ? ) 
to fight the spell , she enlists the help of a mysteriously tall , dark and handsome vampire hunter ( you guessed it , his name is d ) . 
the vampire hunter is torn between fighting vampires , being attracted to the 17 year old peasant girl and finding reasons not to talk too much . 
you see , like all heroes in these kinds of stories , he ? s a brooder , who ? s sole purpose in life is to remain really , really silent . 
when he speaks , it ? s in cliches . 
heroes like this are bad when they ? re live , even worse when animated . 
later the vampire hunter storms the castle to meet the big bad vampire , who wants to marry the peasant girl because he ? s bored after 10 , 000 years of living ( the only clever vampire insight made in the movie ) , will vampire hunter d rush to save her in time ? 
will we see blood and intestines spattering on every place imaginable ? 
in it ? s defense , the animation , when focusing on being original rather than recycling anime slicing , could at times be original . 
the talking hand was clever - and i think the inspiration for a skateboard-related logo . 
and that ? s the best defense i can think of . 
i understand that vampire hunter d is supposed to be a fave among anime fans , but i really don ? t see it . 
it ? s an excuse to watch blood dripping from teeth , blood exploding out of eye sockets and horses necks , and most importantly , like all violent anime , it is an excuse to see animated breasts . 
why ? 
what is the point of that ? 
maybe i have to understand the genre and look past the obsessive gore and mysogny . 
i ? m not a prude , i just don ? t think it ? s warranted . 
it puts itself so far out in front of the movie that everything else gets lost . 
is there a neccesity in seeing a 17 year old in the shower ? 
of course not ? it ? s done for shock . 
it ? s tasteless and despicable . ","neg"
"cv616_29187.txt","susan granger's review of "" session 9 "" ( usa films ) 
sometimes you just get more than your bargained for . . . like when boston-based hazmat elimination , run by scottish actor peter mullan and his trusty assistant , david caruso , assures a town engineer ( paul guilifoyle ) that they can remove insidious asbestos fibers from a victorian hospital facility in a week . 
erected in 1871 , deserted and decomposing since 1985 , the danvers mental hospital , is one of the most malevolent "" locations "" ever chosen for a film . 
the structure is so massive - with its labyrinth of rubble-strewn corridors , collapsing floors , stagnant pools of water , isolation cells , and ominous surgical chambers where experimental pre-frontal lobotomies were performed - that their task seems impossible within that time frame . 
and each member of their inexperienced crew ( stephan gevedon , brandon sexton iii , and josh lucas ) is coping with his own personal demons as , one by one , their minds seem to be affected by the grim areas in which they're working . 
the film's title is derived from salvaged reel-to-reel audio-recorded sessions involving the demonic possession of a young woman who is suffering from multiple personalities . 
by the time session 9 occurs so do dreadful disasters . 
filmmaker brad anderson obviously envisioned this as a gruesome chainsaw-massacre-type ghost story but the script lacks structure and isn't particularly scary . 
the conclusion is more ludicrous than convincing . 
on the granger movie gauge of 1 to 10 , "" session 9 "" is a dark , gloomy 4 . silly me . . . at 
first , i thought that the original name of the danvers lunatic asylum bore some reference to mrs . danvers , the creepy housekeeper played by judith anderson in alfred hitchcock's truly terrifying "" rebecca "" that also involved a cavernous mansion called manderley . ","neg"
