X;Dominik;greta;text
175;0;0;Covid Vaccine hubs are stupid  This is too hard for Older   disabled Australians   They want their GP   many find it difficult to travel    Covidhub  Gladys  CovidVaccine 
176;0;0;Haven't been able to get a  CovidVaccine appointment yet  No need to fear   and  have your back  We will be opening our community clinic for APPOINTMENTS ONLY this Sunday  so sign up using the QR Code or the link in our bio   VaccinesSaveLives 
177;1;1;Thank you    and  for making the COVID 19 vaccine available to everyone  I got a little emotional reflecting on the past year and the 560k  people that died from the disease   CovidVaccine  seattle 
178;1;1;Child vaccinations are the last piece  If they will have him  my young child will enroll in a Yale  covidvaccine clinical trial  As a career researcher  it's a great opportunity to give back and to show that we trust  science and  publichealth  
179;0;0;I am Woman  Hear me roar  Phase one  complete   CovidVaccine 
180;1;1;First shot down  CovidVaccine 
181;1;1; Carehome workers urged to take offer of vaccine to keep themselves and those they care for  safe      socialcare      CovidVaccine      COVID19      dementia      elderly  Consultation   Make  vaccination compulsary for  careworkers  
182;1;1; ID is required to buy alcohol  get a job  and get a  CovidVaccine and should be required to vote 
183;0;0;Good summary slides from meeting today  ACIP on J J  CovidVaccine         cc         COVID19   
184;1;1;I got my final dose of the  CovidVaccine today and feeling great so far  Hoping the next 48 hours goes by quickly   without symptoms   
185;0;0;The pubs are not opening but government training camps are were you get rewarded with a beer for your submission   Drink up slaves       RamadanKareem  CovidVaccine  COVID19  DerekChauvinTrial  UCL  PubsReopening  MasksDontWork 
186;0;0; lol been  getting politicized                        oh geez you re hilarious  The GOP and their convenient amnesia       VaccinesWork  CovidVaccine  slowandsloppy  trumpadmin  gopfuckeditup
187;1;1;One of our amazing parents  Yvonne  has pulled together some advice for parents who are struggling to get a  CovidVaccine for their high risk child      She is one of just a few parents who finally managed to get an unlicensed jab after a long battle    
188;0;0;State of Florida finally updated its  CovidVaccine site  Instead of registering   blindly waiting to be contacted  you can now see available vaccines by week in zip code  Which    is what it should have been back when it first launched   I get my 1st shot next week   VaccinesWork
189;1;1;Just had my first ever  COVID19 test for an upcoming surgery  That alone is an excellent reason to get the  CovidVaccine
190;0;0;So many people I went to high school w/ drank four loko but are concerned about what might be in the  CovidVaccine         
191;0;0;Starting yesterday  MA paused Johnson   Johnson COVID 19 vaccine during vaccine administrations in compliance with CDC recommendation  Learn more   CovidVaccine  
192;0;0;If you do it   don't doubt it    If you doubt it   don't do it   CovidVaccine  COVID19
193;1;1;Let s party  Just completed my 2nd  CovidVaccine  Thanks  and the  for making it so easy  Ready to  travel    
194;1;1;Emotional  CovidVaccine  anxiety the culmination of the year  All the deaths  the pain the fear  I ll never be who I was    I hope y all changed too for the better  
195;1;1;  Ms Elizabeth Onitolo  The UNICEF Communication for Development Specialist   poliofreenigeria  CovidVaccine  VaccineForAll  vaccination        
196;0;0;Ramadan Mubarak  If you're fasting this  Ramadan  you maybe worried about having the  COVIDVaccine    It does not contain any animal products   It does not break your fast   The vast majority of scholars state that it is OK to take the vaccine whilst fasting  cc  
197;1;1;Here at CVS  waiting for my turn to get my first    CovidVaccine dose  About 10 people ahead of me  
198;0;0;India has a long way to go with vaccinations at 8 2 doses administered per 100 people  just 1  of the population fully vaccinated and 7 2  partially vaccinated    COVIDSecondWave  COVID19  CovidVaccine   
199;1;1;I'm hearing that new vaccine appointments are coming online at    or through the hotline 646 838 0319   Secure your  CovidVaccine appointment today  
200;0;0;A very helpful and well explained thread about delaying second doses of the  CovidVaccine         
201;1;1; I trust science  and I got the vaccine  If you trust me  you'll get the vaccine  In math  it's called the distributive property  In people  it's called taking care of one another    Thisisyourshot  COVIDVaccine  
